,full_text,label
1201,"Bicara gagasan bakal capres, pak Ganjar Pranowo emg paling the best! 🔥 Beda emg pemimpin yg benar2 memikirkan rakyat nya :)  #GanjarPresiden #GanjarBantuPetaniMaju Tidur Pestapora Alam Ganjar KIRSTEN Jamal Peterpan PakbowoKamu GakSendirian Jalur TDS 3 16 m Gojo Whoosh https://t.co/QY1MZjqufl",1
1202,"Apa yg baru capres lain pikirkan, malah sudah lebih dulu dilakukan Ganjar Pranowo. Ampe dapet penghargaan pula. Jelas kn mana yg gak hanya omdo dan terbukti kinerja nya 🔥  #GanjarPresiden Tidur Pestapora Alam Ganjar KIRSTEN Jamal Peterpan PakbowoKamu GakSendirian Jalur 16 m Gojo https://t.co/etajfi1ymy",1
1203,Janji Ganjar Pranowo dalam pemberantasan korupsi di Tanah air #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/uVKeuoShC7,1
1204,Ganjar Pranowo unggul adu gagasan Bacapres di UGM #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/KIcQHV27dV,1
1205,7 Strategi Ganjar Pranowo wujudkan Indonesia Emas 2045 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/TU7DfYARlk,1
1206,Ganjar Pranowo pemimpin yang merakyat  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/dli5cpX5SH,1
1207,Santri dan Kyai dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/FSiJnRwnlb,1
1208,"@PandamPamungkas @ganjarpranowo rakyat pintar harusnya ikutan gas pak Ganjar ,kapan lagi ada capres se cerdas ini.",1
1209,@caesar_emil @ganjarpranowo Benar pak ganjar capres yg baik,1
1210,"@PandamPamungkas @ganjarpranowo Kita semua tau dan yakin dgn Pak Ganjar, karena Beliau capres yg paling solutif",1
1211,@KakekHalal Catat Ganjar yg ga layak jadi Capres...ga yakin dg kemampuan anak bangsa gimana mau mimpin negeri...mgkn ga yakin juga dg kemampuannya sendiri...,0
1212,Ganjar Pranowo untuk alam Indonesia lestari  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/oZ0OzWGgcJ,1
1213,Ganjar Pranowo untuk alam Indonesia lestari  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/CVGqHPDs7b,1
1214,Ganjar Pranowo untuk alam Indonesia lestari  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/KQADMH6gQx,1
1215,"@ganjarpranowo Ganjar adl bukti, KUALITAS jadi Kunci PDI Perjuangan menentukan Capres  Ganjar Paling Solutif",1
1216,"Ini salah satu alasan mengapa saya pilih Ganjar Pranowo sebagai Capres 2024.   Ayo rapatkan barisan tetap fokus dukung Ganjar Pranowo.   Jangan mudah terpengaruh berbagai tawaran menggiurkan,  tapi lakukan atas dasar pertimbangan rasional &amp  suara hati.   Happy Sunday ♥️🇮🇩 https://t.co/ckYuAfSUVt",1
1217,@imroah_sukarta @ganjarpranowo Bener gagasan pak ganjar yang terbaik dari capres lain,1
1218,@FayaAtika Saya pilih p. Jokowi dan sekarang pilih p. Ganjar karena mereka kader terbaik.  Jgn terprovokasi pendukung capres sebelah. https://t.co/tJrryUnE3R,1
1219,Ganjar Pranowo pemimpin yang kerja nyata untuk kepentingan rakyat  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/sa8zj5btXC,1
1220,Ganjar Pranowo pemimpin independen   #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/LTbEWNIqWd,1
1221,Ganjar Pranowo pemimpin yang dekat dengan rakyat    #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/7jLxUnHXlk,1
1222,@akueap @ganjarpranowo kita semua bangga punya capres sperti pak Ganjar,1
1223,"@KakekHalal Ganjar capres siapapun wakilnya ! Klu boleh usul cawapresnya SU Krn beliau bnyk pemilihnya dr kalangan UMKM yg berjuta juta, emak2 merata di seluruh negeri, dan milenial/ gen Z 🙏🇮🇩",1
1224,"@MARQUEZ__93 dari ketiga CAPRES ,pak Ganjar lah yg paling siap untuk memimpin Indonesia,, beliau solutif dan merakyat ,, yg lainya hnya NGIBUL",1
1225,@caesar_emil @ganjarpranowo Pastinya capres terbaik saat ini ya Ganjar,1
1226,Ganjar Pranowo untuk alam Indonesia lestari  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/9nQ7pOuTiF,1
1227,Ganjar Pranowo pemimpin yang dekat dengan rakyat  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/7QSPzarM7z,1
1228,"@ganjarpranowo ga salah pilih capres ish gua, pak Ganjar number one",1
1229,@ganjarpranowo capres idolaku ya pak Ganjar,1
1230,@ganjarpranowo Dari semua Capres pak ganjar masih jadi yang Terbaik,1
1231,@narkosun Lha masalahnya posisi ganjar aja pen Capres an nya masih di evaluasi masih bisa ke geser puan dan andaikan jadi pun posisi cawapres dan elu ttp milih wakil gak milih Capres nya prabowo.. Super ngakak sumpah 😂😅🤣,0
1232,@ridhohi1 @ganjarpranowo Tentu saja pak Ganjar yang paling terbaik daripada capres lainnya,1
1233,@ganjarpranowo demi apa gua ga salah pilih capres 2024 huhu pak Ganjar mantep bangrt,1
1234,@Anak__Ogi @ganjarpranowo Betul dari cara menjawab pertanyaan Najwa terlihat dr 3 capres cm Ganjar yg paling bsa d terima masyarakat,1
1235,@ganjarpranowo pak Ganjar paling solutif di antara capres lain,1
1236,Pak Ganjar Pranowo Untuk Bangsa dan Negara!!  #GanjarCapres #GanjarPresiden https://t.co/1YepbkXotn,1
1237,"Pak Ganjar Pranowo adalah pemimpin yang sederhana kerjanyapun luar biasa dan berprestasi, tentu kami masyarakat Indonesia butuh sosok sepertimu. Dukung Terus! #GanjarCapres #JawaTengah #Indonesia https://t.co/lrhvM2IWsU",1
1238,"@dianamariaman @ganjarpranowo Dari semua capres, Pak Ganjar yang paling tulus. Gak sok jagoan, gak sombong, tapi bener-bener peduli sama rakyat.",1
1239,"#SahabatGanjar, Ganjar Pranowo berpesan kepada warga yg ikut menonton wayang, Selalu Menjaga Kerukunan, Sehingga Bangsa ini Selalu Bersatu dan Tidak Terpecah Belah... #GanjarUntukSemua  #GanjarCapres https://t.co/Ra8HE60tp9",1
1240,@lhayesno @herygunarto @ganjarpranowo @Adiprayitno_20 @Paltiwest @Gus_Raharjo @ulinyusron kerana dari ke 3 capres terbaiknya itu pak ganjar,1
1241,Apresiasi untuk pak Ganjar Pranowo #GanjarCapres https://t.co/HYo80Re924,1
1242,Manifesto pak Ganjar Pranowo bukan gimmick dan patut Diapresiasi #GanjarCapres https://t.co/TQnPCtKbpi,1
1243,Inisiasi program 5NG pak Ganjar Pranowo berhasil #GanjarCapres https://t.co/jG3s2xxixk,1
1244,Video manifesto pak Ganjar Pranowo diacungi jempol #GanjarCapres https://t.co/TlGlcBxV0l,1
1245,"@tvOneNews iiiih gimana sih perempuan .. itu ganjar suka nonton film bokep ... . . masa capres hobinya nonton film bokep sih .. nanti ditiru remaja dan anak mudanya loh .. . gimana masib bangsa ke depan ? . . . . bokep loh bu mba, nona, sus ... ganjar suka liat film porno . . . .",0
1246,"iiiih gimana sih perempuan .. itu ganjar suka nonton film bokep ... . . masa capres hobinya nonton film bokep sih .. nanti ditiru remaja dan anak mudanya loh .. . gimana masib bangsa ke depan ? . . . . bokep loh bu mba, nona, sus ... ganjar suka liat film porno . . . .",0
1247,"Ganjar Pemimpin Ideal !!  Denny Cagur menilai Ganjar sebagai calon presiden yang paling cocok dan memiliki integritas yang baik, dan dinilai paling ideal dibandingkan capres yang lain.  Bang @DennyCagur aja pilih @ganjarpranowo, kalian semua pastinya juga pilih Ganjar ya !!! https://t.co/l4Vd15eCb5",1
1248,@liputan6dotcom Jangan mau di tipu capres ganjar dia pembohong berat.,0
1249,SOSOK PAK GANJAR DI MATA ANAK MUDA GEN Z YANG SMART : SENO BAGASKORO &amp  EKO KUNTHADI https://t.co/ochWCqG32g #GanjarPranowo #GanjarCapres. #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar,1
1250,SOSOK PAK GANJAR DI MATA ANAK MUDA GEN Z YANG SMART : SENO BAGASKORO &amp  EKO KUNTHADI https://t.co/ochWCqG32g #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar .,1
1251,"@KakekHalal Saya mah bodo amat dengan capres lain, pilihan ku tetap ganjar pranowo",1
1252,SOSOK PAK GANJAR DI MATA ANAK MUDA GEN Z YANG SMART : SENO BAGASKORO &amp  EKO KUNTHADI https://t.co/ochWCqG32g #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar,1
1253,@KakekHalal Aku tetep pak Ganjar dong . Meskipun banyak gonjang ganjing. Beliau tetep terbaik untuk jadi capres,1
1254,@rodnuya Capres kita pak ganjar,1
1255,@tvOneNews Kalo capres ganjar bole lah... sdh banyak ko cotohnya...,1
1256,"@ganjarpranowo Pak Ganjar pasti bisa, karena Beliau capres paling solutif",1
1257,@B3doel___ @ganjarpranowo @MamatAlkatiri Capres terbaik saat ini Pak Ganjar.....,1
1258,@TJAHYADI07 @BudiMario007 @ganjarpranowo Betul Pak Ganjar capres terbaik pilihan rakyat,1
1259,@Miduk17 @ganjarpranowo Capres berprestasi ya Pak Ganjar,1
1260,@ganjarpranowo Tuh bener kan Pak Ganjar capres terbaik,1
1261,@Miduk17 @ganjarpranowo Pak Ganjar capres yang berprestasi,1
1262,"heran. anies gapunya buzzer, fokus utk kemenangan pilpres. prabowo punya buzzer, fungsi utk meng counter setiap serangan2 pribadi dan fitnah buzzernya ganjar. ganjar punya buzzer kerjaanya nyerang capres lain,fitnah,adu domba,pemecah belah umat,tukang hoax apalgi dum?",0
1263,"@kiki_daliyo memilih capres bukan karena ikut ikutan, tapi kt harus menilai siapa yang pantas, bagi saya yang pantas adalah pak ganjar",1
1264,"@Nikmatul_Sg Setuju beruntung rakyat jateng yang pernah dipimpin oleh beliau, Ganjar Adalah Ganjar semoga menang di capres 2024",1
1265,"@kiki_daliyo Ganjar adalah capres yg memiliki bukti konkrit soal aksinya, programnya jg sangat cepat direalisasikan &amp  dimonitoring langsung oleh beliau",1
1266,@AirinDatangLagi @ganjarpranowo @jokowi Capres yg lain ada yg setegas ini menyampaikan pendapatnya ? Hanya Pak Ganjar Pranowo yg pasti bisa melanjutkan kinerja Pak Jokowi,1
1267,"@Gus_Raharjo saya mendukung ganjar untuk menjadi suksesor RI 1, karena dalam pandangan saya dia adalah capres yang paling bermutu Ganjar Adalah Ganjar",1
1268,@BangPino__ Kayak dirimu pintar aja Ganjar tenggelam kan Banyak kok BUMN Swasta pakai Karyawan asli Indonesia Capres kurang wawasan dan gaul  #AniesMuhaimin2024,0
1269,@PandamPamungkas @ganjarpranowo Couple goals bgt dah nih capres kuh Ganjar Adalah Ganjar,1
1270,"@Gus_Raharjo dengan segala pertimbangan, ganjar adalah satu-satunya capres pilihan yang masuk di akal Ganjar Adalah Ganjar",1
1271,"@Gus_Raharjo tak perlu pertimbangan dua kali untuk menjatuhkan pilihan capres pada Ganjar, karena ku yakin sudah pasti benar Ganjar Adalah Ganjar",1
1272,@ganjarpranowo ini dia capres 2024 kita pak Ganjar,1
1273,Ganjar Pranowo capres yang sehat fisik dan hatinya https://t.co/hEiwNs5bIz,1
1274,@PandamPamungkas @ganjarpranowo Begini nih capres yang kasih contoh yang baik Ganjar Adalah Ganjar,1
1275,Ganjar capres paling berani lawan korupsi💪🇮🇩  || Raffi Farida Nurhan Ganjar Adalah Ganjar SKCK Chelsea Sheila Senin Kaesang Ridwan JEONGHAN X DINO IN FRANCE Makassar Nobita Indomie Tertinggi Xabi Anton mbanking bca Taylor Balikin || https://t.co/IWcph1U9Fi,1
1276,Ganjar adalah sosok pemimpin yang pro terhadap Generasi Muda #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/muRPRbqjht,1
1277,Anak muda pilih Ganjar Pranowo #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/FLcQWlRXzc,1
1278,Ganjar pemimpin hebat #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1
1279,Kaum Perempuan dan anak muda dukung Ganjar Pranowo #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/vfcjtyasrS,1
1280,Pengusaha se-Banten dukung Ganjar Pranowo di Pilpres 2024 #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/zbpSEbN9YU,1
1281,Ganjar Komitmen Perhatikan Kesejahteraan Guru Ngaji Seperti di Jateng Saat Bertemu Dengan Tokoh Lintas Agama https://t.co/35iiW8OGQj #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1
1282,"Berada Didepan Tokoh Lintas Agama, Ganjar Komitmen Perhatikan Kesejahteraan Guru Ngaji Seperti di Jateng https://t.co/aiX3JAioFw #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024",1
1283,Ganjar Komitmen Perhatikan Kesejahteraan Guru Ngaji seperti di Jateng https://t.co/I7npRxwdmi #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1
1284,"@aan_muba Hanya Capres Pak Ganjar Pranowo yg bisa melanjutkan program program Pak Jokowi diatas pondasi yg cukup kuat sudah di bangun di seluruh NKRI, untuk itu mari satukan tekad untuk berjuang maksimal di masing daerah mu, mulailah dari lingkungan sekitar untuk memenangkan Pak Ganjar""",1
1285,Ganjar Calon Presiden #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1
1286,Ganjar Pranowo silaturahmi dengan tokoh lintas agama #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/uiJ9HKY68a,1
1287,"@ganjarpranowo @kaesangp @erinagudono @PestaPestapora @sheilaon7 Kunjungan Pak Ganjar di sambut meriah, karena memang Beliau capres terbaik pilihan rakyat",1
1288,"@NMS_AmpelDenta7 Ganjar adalah Ganjar. Saya mendukung Pak Ganjar sebagai Presiden 2024. Karena beliau berbeda dr yg capres yg lain. Pilih Presiden koq coba2? Kalau ada yg sdh teruji, kenapa hrs pilih yg lain? Ganjar for Presiden 2024!",1
1289,@kesittt Pak ganjar selalu berkunjung ke ponpes2 ya keren capres satu ini,1
1290,@Melihat_Indo Ganjar Adalah Ganjar. Capres yang punya segudang kebaikan dalam prestasi.,1
1291,"@Prihati_utami yes, saat jadi Gub memang prestasi dan kerja beliau itu nyata dan keren. makanya ndak heran beliau ditunjuk jd capres ya krn Ganjar Adalah Ganjar",1
1292,Dukung Ganjar sebagai capres 2024 https://t.co/JjPF3EDSHX,1
1293,Puan Maharani mengajak Ketua Umum PSI Kaesang Pangarep ikut mendukung Ganjar Pranowo sebagai capres 2024 https://t.co/cgrEB9qnaN,1
1294,"@ganjarpranowo @FilmPetSher Ganjar Adalah Ganjar, capres yg selalu dekat dengan semua golongan",1
1295,@zeracnovic @HusinShihab @kaesangp @psi_id Emang di Indonesia sistemnya gitu kan. Mau jadi pemimpin ya masuk partai.. bisa aja megawati maksa anaknya yg capres tapi legowo pilih jokowi/ganjar jadi capres. Misal SBY maksa anaknya jadi cagub tapi partai nyubgsep. Pilihan megawati partai bersinar dan memilih suara rakyat.,1
1296,@ZulkifliLubis69 @ganjarpranowo Capres yang sangat keren .. tidak terpengaruh oleh apapun yang menggangunya.. semangat terus pak Ganjar,1
1297,"Saya sepakat dengan Pangeran dkk, diantara ke tiga Capres, Ganjar Pranowo sosok yang paling tepat dan paling layak melanjutkan estafet kepemimpinan presiden Jokowi. Dibawah kepemimpinan Ganjar, ada kepastian program² presiden Jokowi dilanjutkan!! #GanjarUntukSemua",1
1298,Dukungan Emak-Emak serta Generasi Melenial Terhadap Ganjar #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/2fqdhQy6NA,1
1299,"@ganjarpranowo @ganjarpranowo Capres sat set, capres sehat, capres milenial dan gen z. Menangkan 1 putaran. Ganjar Pranowo adalah kita",1
1300,Keberhasilan Ganjar Memimpin Jawa Tengah #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024 https://t.co/WLMCFM2Wl2,1
1301,@sapi05490638 Ganjar Pranowo Capres terbaik,1
1302,"@ganjarpranowo Terima kasih Pak Ganjar, karena Anda telah membuktikan bahwa Ganjar adalah Ganjar dalam tindakan Anda. GASPOL Capres ku",1
1303,@ganjarpranowo inilah capres dengan niat tulus dan ikhlas Ganjar Adalah Ganjar,1
1304,@YRadianto pak ganjar ini padahal capres paling cocok dan realistis,1
1305,Ganjar Pranowo calon Presiden 2024 yang dekat dengan Milenial dan Gen Z  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/IzjHGgEnIa,1
1306,Ganjar Pranowo pemimpin visioner dan cerdas  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/61lcU67JIM,1
1307,Milenial dan Gen Z dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/AlbdPjdQO9,1
1308,Ganjar Pranowo pemimpin yang merakyat  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/offTJQ7Z6V,1
1309,Ganjar Pranowo pemimpin pilihan rakyat Indonesia  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/F4n15V8ViF,1
1310,"@ganjarpranowo Ganjar Adalah Ganjar , capres terbaik",1
1311,@ch_chotimah2 @ganjarpranowo Ganjar akan jadi CAWAPRES… dan anda  Setiap Hari sedang MENGOLOK2 CAPRES yg akan didampingi ganjar 🤣🤣🤣🤣🤣,1
1312,Ganjar Pranowo lebih diterima di kalangan Milenial dan Gen Z ketimbang Capres lainnya #GanjarPresiden #GanjarCapres2024 https://t.co/jZnkgbbJl9,1
1313,"Survei Voxpol: Elektabilitas Para Capres Belum Ada yang Meyakinkan, Duet Prabowo-Ganjar Mustahil - Head Topics #Jokowinomics #BersamaPrabowo #MenataMasaDepan https://t.co/o6minEnnxM",1
1314,@yusuf_dumdum Alam anak capres Ganjar,1
1315,"@AirinDatangLagi @ganjarpranowo Dari hati, saya yakin banget bahwa Pak Ganjar adalah salah satu capres yang betul-betul siap dan kompeten untuk menjadi presiden.",1
1316,@Jr_Kawe19 mantap sekali capres ku ini semangat terus pak ganjar,1
1317,"@AirinDatangLagi @ganjarpranowo Saya sangat yakin, Pak Ganjar merupakan salah satu capres yang benar-benar siap dan memiliki kualitas untuk menjalankan jabatan sebagai presiden.",1
1318,"@AirinDatangLagi @ganjarpranowo Bener-bener yakin, Pak Ganjar adalah capres yang sudah siap secara matang untuk menjalankan tugasnya sebagai presiden.",1
1319,"@AirinDatangLagi @ganjarpranowo Gak ada keraguan buatku, Pak Ganjar adalah capres yang betul-betul siap dan mampu melaksanakan tugasnya sebagai presiden.",1
1320,@Opposite6888 paling tpat tu plih capres pak ganjar,1
1321,@Eil_Thia Bravoo 👏 Ganjar Adalah Ganjar capres yg banyak banget nih pendukungnya,1
1322,@BungkusTukang @ganjarpranowo Asli ga ada capres yg secerdas pak Ganjar,1
1323,@YRadianto Mantaaap pak .. pak Ganjar Anti korupsi .. pak Novel saksi dari semua itu .. terbaaaaik capres ku ini ..,1
1324,@Resty_J_Cayah Capres berprestasi unggul dan kinerja oke adalah GANJAR,1
1325,@SETYAKI22965702 @kutipanrani @ganjarpranowo Tidak dipungkiri lagi capres terbaik saat ini ya pak Ganjar,1
1326,@ganjarpranowo Karena kita tau pak Ganjar seorang capres dr rakyat aku pilih pak Ganjar,1
1327,@aan_muba ganjar pranowo capres 2024 pasti menang semangat pak optimis,1
1328,@artwork64 @ganjarpranowo Capres paling keren ya Pak Ganjar,1
1329,@AirinDatangLagi @ganjarpranowo Ganjar paling jujur diantara capres yang lainnya🤗,1
1330,@ganjarpranowo The best top banget deh capres ku satu ini 😎 Ganjar adalah Ganjar,1
1331,"@SETYAKI22965702 @ganjarpranowo Momen inilah yang membuat saya kagum akan kesiapan beliau, saat di tugaskan menjadi capres PDIP beliau siap. Sukses selalu untuk Pak Ganjar",1
1332,@AirinDatangLagi @ganjarpranowo Saya yakin banget salah satu capres yang siap untuk melaksanakan kerja nya selama menjabat sebagai presiden yaa cuma pak Ganjar Pranowo,1
1333,"@RajaLbs_ @pangeransiahaan @ganjarpranowo Capres yang satu ini bener2 beda dari yang lain, karena Ganjar Adalah Ganjar",1
1334,@Eil_Thia Wah capres 2024 nih pak Ganjar Adalah Ganjar,1
1335,"@SantorinisSun Salah satu ciri khas GANJAR dibanding Capres lainnya ..... Penyuka Video Bokep, kira2 nafsu gak tuh lihat artis cowoknye",0
1336,@WagimanDeep212_ @ganjarpranowo pokoknya pak ganjar capres nomorr 1 ☝🏻☝🏻☝🏻☝🏻,1
1337,"@Gus_Raharjo @ganjarpranowo pak Ganjar satu satunya capres yang selalu peduli dengan para ulama, Ganjar Harapan Nahdliyin",1
1338,Ganjar Pranowo capres bukan cawapres https://t.co/qbh8Tj65Zk,1
1339,"@Jelli_cent @ganjarpranowo pak ganjar tetep Capres nya ya,, siap dukung pak ganjar",1
1340,@Jelli_cent @ganjarpranowo Saling mendukung dan bersatu dan menipis rumor tidak jelas agar fokus mendukung pak ganjar maju menjadi capres,1
1341,@Nikmatul_Sg @ganjarpranowo Dari semua capres hanya ganjar yg konsisten dengan toleransi...,1
1342,@Melihat_Indo @ganjarpranowo Ganjar Harapan Nahdliyin terbaik dari capres lain,1
1343,@Nikmatul_Sg @ganjarpranowo Capres yang sangat disayangi oleh masyarakat dan banyak yang mendukung karena benar benar memikirkan kesejahteraan rakyatnya dan sangat menjunjung tinggi kesatuan bangsa Ganjar Harapan Nahdliyin,1
1344,@kiki_daliyo @KurniaCute3 Ganjar Harapan Nahdliyin memang capres yang sama sekali tidak berafiliasi dengan ormas terlarang,1
1345,Ganjar Pranowo Capres favorit di kalangan pemilih perempuan https://t.co/ttnLUQxqMw,1
1346,Ganjar Pranowo Capres favorit di kalangan pemilih perempuan https://t.co/vp7Iq8Az3N,1
1347,Ganjar Pranowo masih menjadi Capres idola https://t.co/EntZ1KyOCP,1
1348,@Gus_Raharjo @ganjarpranowo Keren emang pak ganjar mampu menyerukan hal yang tidak mungkin diserukan capres lain... Ganjar Harapan Nahdliyin,1
1349,@Jelli_cent @ganjarpranowo Saya dukung Pak Ganjar jadi CAPRES nya,1
1350,@Melihat_Indo @ganjarpranowo Punya rasa keadilan yang tinggi... Ngga semua capres kek gitu lho cuma pak ganjar yang krk gitu Ganjar Harapan Nahdliyin,1
1351,"@adri_7i Tetap Ganjar, capres pilihan",1
1352,@Prihati_utami @ganjarpranowo mempunyai kedekatan khusus dengan kalangan NU menjadikan Ganjar Adalah Ganjar harapan bagi kaum sebagai capres 2024,1
1353,@Jelli_cent @ganjarpranowo Pak Ganjar harus semangat terus maju jadi capres,1
1354,@Gus_Raharjo @ganjarpranowo Betul sekali pak ganjar adalah capres yang menolak kehancuran negara Ganjar Harapan Nahdliyin,1
1355,"@SantorinisSun Ini udah penegasan, kalo pak Ganjar Capres",1
1356,@FaGtng Pak Ganjar jangan di ragukan lagi lah sudah pasti jadi capres.. bukan cawapres,1
1357,@tapasya_7 @ganjarpranowo bangga sekali ya punya capres seperti Pak Ganjar dengan pemikirannya yg luar biasa dan kepeduliannya terhadap sahabat difabel😊,1
1358,@aqilabibahh @ganjarpranowo bangga sekali ya punya capres seperti Pak Ganjar dengan pemikirannya yg luar biasa dan kepeduliannya terhadap sahabat difabel😊,1
1359,@WagimanDeep212_ @ganjarpranowo Kayaknya pak Ganjar lebih pantas jadi capres deh,1
1360,@_Lonamaya @ganjarpranowo bangga sekali ya punya capres seperti Pak Ganjar dengan pemikirannya yg luar biasa dan kepeduliannya terhadap sahabat difabel😊,1
1361,@WagimanDeep212_ @ganjarpranowo Saya dukungnya pak Ganjar jadi capres,1
1362,@WagimanDeep212_ @ganjarpranowo pak Ganjar pasnya jadi Capres,1
1363,@Jelli_cent @ganjarpranowo Sepakat pak Ganjar Pranowo adalah capres..  Ada ada saja yaa yg bikin rumor,1
1364,@Nikmatul_Sg @ganjarpranowo Capres yang mengerti agama ya pak ganjar Ganjar Harapan Nahdliyin,1
1365,@Gus_Raharjo @ganjarpranowo Capres yang mengerti agama ya pak ganjar Ganjar Harapan Nahdliyin,1
1366,"@KataNadiaaa @ganjarpranowo Yakin banget pak ganjar pasti bisaa, karena pak ganjar capres terhebat🙌🏻",1
1367,@wakcis Pak ganjar udah fix bakalan jadi capres!!,1
1368,"@AnakLolina2 Pak ganjar adalah capres terhebatt, pasti menang🔥",1
1369,@Melihat_Indo pak Ganjar capres yang penuh totalitas,1
1370,@FaGtng Pak Ganjar capres yang hebat,1
1371,"@Melihat_Indo @jokowi @ganjarpranowo Ganjar memiliki dedikasi yg tinggi dan merakyat, bissmillah capres 2024🔥",1
1372,Semangat   kawal pak ganjar RI 1 2024 #GanjarCapres https://t.co/l9rLYAtYZg,1
