,full_text,label,clean_text
679,"Dari orang biasa bisa jadi presiden Indonesia, membuktikan bahwa Pemimpin Negara tidak harus dari kaum bangsawan atau keturunan pejabat.  #ganjarcapres https://t.co/4QUtkb6pWo",1,orang jadi presiden indonesia bukti pimpin negara kaum bangsawan turun jabat
683,Anak muda cerdas harus dukung Ganjar Pranowo  #GanjarCapres https://t.co/iMWFNfQg8s,1,anak muda cerdas dukung
684,100%rakyat dukung Ganjar Pranowo mari bersinergi dukung ganjar  #GanjarCapres https://t.co/Wjr16gC67U,1,rakyat dukung sinergi dukung
685,Jangan gentar pasti Ganjar adalah pemenangnya   #GanjarCapres https://t.co/ryXZYXX54O,1,gentar menang
686,"Ganjar Pranowo capres yang pengalaman melayani publik, sukses bekerja sebagai anggota DPR dan Gubernur Jawa Tengah, TANPA DI PECAT. @ganjarpranowo  @PDI_Perjuangan  Metal 🤟🇮🇩🤟 Merdeka ! Suara akar rumput """"",1,capres alam layan publik sukses kerja anggota dewan wakil rakyat gubernur jawa tengah pecat metal merdeka suara akar rumput
690,Ganjar Pranowo pasti bakalan menang #GanjarCapres https://t.co/AfYM3ynP0e,1,menang
691,Ganjar Pranowo didukung masyarakat #GanjarCapres https://t.co/BTedGxBR3u,1,dukung masyarakat
692,"Anak muda cerdas dukung Ganjar Pranowo, Capres 2024 pilihan rakyat Indonesia https://t.co/wh2W0BzFbx",1,anak muda cerdas dukung capres pilih rakyat indonesia
693,Mari bersinergi dukung Ganjar Pranowo maju menjadi Capres 2024 yang masyarakat banggakan demi kemajuan bangsa https://t.co/KRVjfVcBkT,1,sinergi dukung maju jadi capres masyarakat bangga maju bangsa
694,Milenial dan Gen Z dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/lnXcSQ401e,1,milenial gen dukung jadi presiden
695,Anak muda harus dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/qBilzhWFXi,1,anak muda dukung jadi presiden
696,Ganjar Pranowo calon Presiden 2024 pilihan Milenial dan Gen Z #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/OnFSZdlwe3,1,calon presiden pilih milenial gen
697,Ganjar Pranowo calon Presiden 2024 pilihan kaum muda Indonesia #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/MZJ8lpyG6s,1,calon presiden pilih kaum muda indonesia
698,Anak muda cerdas harus dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/bRoWbM2lc4,1,anak muda cerdas dukung jadi presiden
700,Ganjar Pranowo capres idola #SosokGanjarPranowo https://t.co/bhRclXKrdL,1,capres idola
701,Ganjar kucurkan anggaran 1.2 Triliun untuk guru keagamaan non formal di Jawa tengah. #GanjarCapres #ganjarpilihanterbaik  #GanjarBawaKemajuan #ganjarpresiden2024  #ganjarpresiden https://t.co/dgJBXgORnt,1,kucur anggar triliun guru agama non formal jawa tengah
702,Ganjar berhasil mengentaskan kemiskinan ekstrim di Jawa Tengah. #GanjarCapres #ganjarpilihanterbaik  #GanjarBawaKemajuan #ganjarpresiden2024  #ganjarpresiden https://t.co/rKgD3JF9jV,1,hasil entas miskin ekstrim jawa tengah
703,Ganjar Peduli terhadap Guru Agama. #GanjarCapres #ganjarpilihanterbaik  #GanjarBawaKemajuan #ganjarpresiden2024  #ganjarpresiden https://t.co/9M0SUQFB3o,1,peduli guru agama
704,"Ganjar Pranowo Capresnya Wong Cilik, sederhana sudah menjadi bagian dari dirinya #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/I2QAjpCgMo",1,capresnya cilik sederhana jadi
705,"@MarahIchsan Pak Ganjar Pranowo adalah satu satunya capres yang TIDAK KARBITAN , benar benar matang  KADERISASI sukses partai, berpengalaman di DPR pusat lanjut ke MPR lanjut ke gubernur 2 periode , bukan capres asal comot asal asalan kutu loncat sana sini.",1,pak satu satu capres karbitan benar benar matang kaderisasi sukses partai alam dewan wakil rakyat pusat lanjut mpr lanjut gubernur periode capres asal comot asal asal kutu loncat
707,"Ganjar Capres Hebat terus menjalankan persatuan dan taat pada agama, masyarakat pilih Ganjar. https://t.co/2hYkjitI7H",1,capres hebat terus jalan satu taat agama masyarakat pilih
708,Sosok Pemimpin masa depan Indonesia bersama Ulama ya Pak Ganjar #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/Iy9BeNWB6X,1,sosok pimpin masa indonesia ulama iya pak
709,"Ganjar dekat dengan rakyat, &amp  para ulama bersama Ganjar  #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/8Rs1DUrAJ0",1,rakyat amp ulama
710,Ganjar Berharap para Sufi memberikan pengetahuan dan Cinta di Indonesia #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/GHzAJASjjZ,1,harap sufi beri tahu cinta indonesia
711,"Di Hati rakyat selalu ada pak Ganjar, yang siap menumpas kemiskinan #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/K1G3vsvcXY",1,hati rakyat pak siap tumpas miskin
712,Jateng Dibawah Ganjar semakin Hebat yang berhasil menjadi tuan rumah 2 kali Muktamar Sufi Internasional #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/bQBfxtfFj7,1,jateng bawah hebat hasil jadi tuan rumah kali muktamar sufi internasional
713,Presiden Jokowi memuji sekolah yang digagas Ganjar itu. yang dapat mengentaskan kemiskinan di Jateng #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/9BSkl6dPms,1,presiden jokowi puji sekolah gagas entas miskin jateng
714,"Jokowi memuji sekolah yang digagas Ganjar itu. Pasalnya, tujuan dari sekolah ini untuk mengentaskan kemiskinan di Jateng. #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjar https://t.co/QsKkNbGro0",1,jokowi puji sekolah gagas pasal tuju sekolah entas miskin jateng
720,@Miduk17 Gimana kalau pak ganjar oplas aja jadi pak jokowi...? Kasihan amat jadi capres modalnya cuma copy cat sama endorse,0,pak operasi plastik jadi pak jokowi kasihan jadi capres modal copy cat endorse
721,Mana mungkin LSM lingkungan mendukung capres perusak lingkungan macam Ganjar,0,lsm lingkung dukung capres usak lingkung
722,"@Dennysiregar7 Pembangunan dgn ngandalin utang ya anak TK jg bisa om. Lalu Ganjar tanpa mikir mau tiru pola pembangunan kayak gitu, ya pasti hny buzzer dan relawan pemburu jabatan yg senang. Lbh buruk lg klo capres lbh penting konten dr konsep",0,bangun ngandalin utang iya anak om mikir tiru pola bangun iya buzzer rawan buru jabat senang buruk capres penting konten konsep
723,"@ruhutsitompul Dari tiga capres ini, buzzernya Ganjar yg kerjany nyinyir dan nyerang capres lainnya. Maklum, PS dan Anies ada konsep utk memajukan Indonesia, smntara Ganjar sibuk moles diri,  beljr nyontek gaya kampanye Jkw, yg terbukti tdk ada korelasinya dgn kesejahteraan rakyat",0,tiga capres buzzernya kerjany nyinyir serang capres maklum pas konsep maju indonesia smntara sibuk moles beljr nyontek gaya kampanye jokowi bukti korelasi sejahtera rakyat
724,@lmuavgolxev @PartaiSocmed Lagak Loh kaya capres pilihan itu yg paling pinter aja🤣 tuh lihat isi kolom komen Ig ganjar bot semua🤣 itu pilihan capresmu kan yg paling pinter semuka bumi,0,lagak loh kayak capres pilih pintar lihat isi kolom komen ig bot pilih capresmu pintar muka bumi
725,@eddy_widodo_165 @ganjarpranowo @jokowi Jangan salah pilih.Dg tidak memilih si ganjar capres bokepp cabul.sudah menyenangkan Indonesia dari moral perBOKEPan dan kemiskinan 🤣🤣💩💩👺👺👺🐸💩👺✊✊✊,0,salah pilih pilih sih capres bokepp cabul senang indonesia moral perbokepan miskin
728,Calon presiden Ganjar Pranowo menduduki peringkat pertama dalam kontestasi Pilpres 2024 sebagai capres. Ganjar unggul dari dibanding dua capres lainnya dalam survei terbaru Lembaga Survei Indonesia (LSI) yang dilakukan pada 3 hingga 9 Agustus 2023. #SMKNGanjarLayakMenasional… https://t.co/JNlVgyLhmg,1,calon presiden duduk peringkat pertama kontestasi pilpres capres unggul banding capres survei baru lembaga survei indonesia lsi laku agustus
731,Ganjar Pranowo mendukung pelaksanaan multaqo sufi internasional di Jateng #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/zHHJQmuzns,1,dukung laksana multaqo sufi internasional jateng
732,Keberhasilan Ganjar Pranowo tingkatkan toleransi di Jateng #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/XZPte12fW0,1,hasil tingkat toleransi jateng
733,Ganjar Pranowo pemimpin idaman rakyat Indonesia   #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/nIwCRjdXAZ,1,pimpin idam rakyat indonesia
736,"@GunRomli Dari pada pilih capres ganjar yg tersandung kasus HAM di desa wadas, saya lebih baik pilih Anies.",0,pilih capres sandung kasus ham desa wadas baik pilih
737,@andycupido @ekowboy2 Kamu pendukung capres pelanggar HAM berat kayak ganjar yg menyerbu desa Wadas dengan aparat. Jangan pura pura ga tahu kamu ya,0,dukung capres langgar ham berat serbu desa wadas aparat pura pura tahu iya
738,@Dk101188 @Dennysiregar7 @jokowi @sby Ya sudah kalau kasihan sama presiden berikutnya yg di warisi masalah gede.. mending  kasihkan saja warisan itu sama pak Ganjar.. jadi cukup 1 org saja yg nyalonin jadi capres.. sama² PDIP .. biarkan PDIP menanggung masalah itu..  Anies &amp  Prabowo ga usah ikut nanggung.. kasian..,0,iya kasihan presiden ikut waris masalah gede lebih baik kasih waris pak jadi cukup orang nyalonin jadi capres pdip biar pdip tanggung masalah amp perlu ikut nanggung kasihan
740,Ganjar Pranowo hadiri silaturahmi dengan Perkumpulan Gereja Kota Semarang   #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/HerRxsg4kX,1,hadir silaturahmi kumpul gereja kota semarang
742,Ganjar Pranowo pemimpin yang menjunjung tinggi nilai kebhinnekaan  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/QAxygJ6eIK,1,pimpin junjung tinggi nilai kebhinnekaan
744,"@Miduk17 Mantaaaapppp. Josss! Bongkar semua prestasi pak Ganjar ke permukaan biar seluruh rakyat melek. Ganjar kerja real,  nyata dirasakn rakyat. Capres lainnya hanya retorika,  gebrak2 meja.",1,mantaaaapppp jo bongkar prestasi pak muka rakyat melek kerja real nyata dirasakn rakyat capres retorika gebrak meja
745,"#SitiAtikoh berpesan untuk @GanjarPranowo: Jgn prnh lelah utk buat baik"". #Gubernur #Jateng #Ganjar #GanjarPranowo #capres #capres2024 #Ganjar2024 #GanjarPranowo2024 #MenangkanGanjar #calonpresiden2024 #GanjarPresiden2024 #GanjarPranowoPresiden2024 #GanjarPranowoForPresident2024 https://t.co/Pou0ILcLTj""",1,pesan lelah baik
746,"Dukungan pemilih Gerindra kepada Prabowo selaku capres yang juga ketua umum Gerindra lebih besar  (86.4 persen) dibandingkan pemilih PDIP kepada Ganjar selaku capres, tapi bukan ketua umum PDIP (70.1 persen).  #2024PrabowoPresiden",1,dukung pilih gerindra capres ketua umum gerindra besar persen banding pilih pdip capres ketua umum pdip persen
747,Kedekatan Ganjar dengan para Pendidik patut di Apresiasi #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/gfxwz71q8b,1,didik patut apresiasi
748,Ganjar Pranowo sukses menjalankan Program-programnya #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/hGtaEy7gaH,1,sukses jalan program program
749,Keren ! Sobat Ganjar mulai memberikan manfaat bagi Masyarakat #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/60eJn6CMsC,1,keren sobat mulai beri manfaat masyarakat
750,"Berkat Pak Ganjar, Jateng jadi lebih berkualitas kehidupannya #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/1egD8x02fh",1,berkat pak jateng jadi kualitas hidup
751,Ganjar Pranowo di hati Pendidik dan Masyarakat #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/tcRHonuGAm,1,hati didik masyarakat
752,Fakta menarik dari hasil survei Litbang Kompas mayoritas rakyat Indonesia percaya bahwa Ganjar Pranowo yang paling mampu mengurus ekonomi dan sosial ketimbang Capres yang lain https://t.co/hAjYffR3q9,1,fakta tarik hasil survei teliti kembang kompas mayoritas rakyat indonesia percaya urus ekonomi sosial ketimbang capres
756,Program Jambanisasi Ganjar Pranowo berhasil tingkatkan kualitas hidup masyarakat Jateng  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/u47rPsjMwp,1,program jamban hasil tingkat kualitas hidup masyarakat jateng
757,Ganjar Pranowo pemimpin yang peduli terhadap kesejahteraan guru #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/tixTCejy9D,1,pimpin peduli sejahtera guru
758,Keberhasilan Ganjar Pranowo realisasikan jambanisasi untuk warga Jateng #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/gcBVf4J5ox,1,hasil realisasi jamban warga jateng
759,"@BennyHarmanID Seharusnya AHY belajar pd Puan..... dg posisinya skrg, Puan bs sj maju jd capres sendirian..... tp demi kebaikan partainya, Puan relakan capres diberikan ke Ganjar....",1,ahy ajar puan posisi puan maju jadi capres baik partai puan rela capres beri
760,"@StefanAntonio__ @bengkeldodo @prabowo @PaPa_Bowo2024 @Bu__Nuk @are_inismyname @99propaganda @Ndons_Back @adri_7i @AlmaghribiS @florieliciouss @ProoFaris29119 @cuitcuap_ Kira kira kalau ganjar jadi Presiden (kalau ya, walau susah)  berani gak si ganjar penjarakan Pak Prabowo atas semua tuduhan yg dikarang para anak buah nenek mega ini?  Jangan cuma koar koar di medsos, sdh 4 presiden tak ada yg memenjarakannya. Malah megawati jadiin dia capres.",0,kira kira jadi presiden iya susah berani sih penjara pak atas tuduh karang anak buah nenek mega teriak teriak media sosial presiden penjara megawati jadi capres
761,Walaupun di keroyok. Pak Ganjar Pranowo adalah pemimpin yang sederhana tentu Indonesia butuh sosok sepertimu #GanjarCapres https://t.co/QyOf9JHx03,1,keroyok pak pimpin sederhana indonesia butuh sosok
764,Ganjar Pranowo tdk memenuhi syarat CAPRES MENURUT UUD 45 &amp  UU NO 7/2017 (1)  * GP tdk akan mampu menjalankn tugasnya sebagai presiden krn GP mengaku GAGAL sebagai Gub. Jateng (ps 6a UUD 45)  * GP .. tidak bertaqwa kpd TUHAN YME (ps 169 UU no 7/2017) krn hoby bokep.  .. lihat (2) https://t.co/IJ1lfOEyqL,0,penuh syarat capres uud amp uu no gp menjalankn tugas presiden gp gagal gub jateng pas jadi orang uud gp bertaqwa tuhan yme pas uu no hoby porno lihat
765,@jambeekleng Pemuda milenial mendukung pak ganjar untuk Capres 2024,1,pemuda milenial dukung pak capres
766,Ganjar milenial berikan bantuan alat pertanian ke petani kopi di gowa 😍 #GanjarCapres https://t.co/owOPzNQBsH,1,milenial ikan bantu alat tani tani kopi gowa
767,"Program Jambanisasi berhasil tingkatkan kualitas hidup masyarakat di jateng, mantap pak ganjar.  #GanjarCapres https://t.co/EIB2fQkwud",1,program jamban hasil tingkat kualitas hidup masyarakat jateng mantap pak
768,Elektabilitas Ganjar Pranowo semakin populer sebagai Capres RI  #ganjarpranowo #ganjar #ganjarforpresident2024 #ganjarmenangtotal #ganjarpranowori1 #ganjarpranowoforpresident2024 https://t.co/45GhhMIqyZ,1,elektabilitas populer capres ri
769,Sederhana dan pekerja keras pak ganjar paling tepat meneruskan kinerja pak jokowi #GanjarCapres https://t.co/pAXVNGpFJb,1,sederhana kerja keras pak tepat terus kerja pak jokowi
770,Ganjar Pranowo semakin bersinar menuju Pilpres! Ganjar puncaki survei capres LSI hingga 37%  Jatim #MenangTotal #2024MenangTotal  Pak SBY | #SuperBlueMoon | Cawapres | #JumatBerkah | Zoro | Sadtember | Agustus | #DangerousRomanceEP3 | September Ceria | MINJU DEBUT | Wonhee https://t.co/xQDgKoAfsu,1,sinar tuju pilpres puncak survei capres lsi jatim pak surabaya cawapres zoro sadtember agustus september ceria minju debut wonhee
771,"Ganjar menang 1 putaran, 3 kali survei ada di urutan teratas, 2024 jadi presiden sudah pantas.  #Ganjarm3nang #ganjarcapres https://t.co/drDHvm8vOU",1,menang putar kali survei urut atas jadi presiden
773,Warga Klaten antusias ikut jalan sehat bareng Ganjar Pranowo   #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/3nByySWAdu,1,warga klaten antusias ikut jalan sehat bareng
775,Presiden Jokowi puji Ganjar Pranowo karena berhasil berikan pendidikan gratis #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/U5Aop7z9zq,1,presiden jokowi puji hasil ikan didik gratis
776,"@CNNIndonesia Tapi emang pendukung ganjar ini paling norak diantara capres laen, yg laen santai2 dia yg paling rese",0,dukung norak capres santai rese
777,"@AgusYudhoyono Aku pendukung Pak Ganjar Pranowo bukan pendukung koalisi perubahan, tapi aku lebih bisa menerima kalau Mas AHY jadi capres ketimbang imigran keturunan Yaman",1,dukung pak dukung koalisi ubah terima mas ahy jadi capres ketimbang imigran turun yaman
778,"@narkosun @kurawa Tudingan itu juga bisa dialamatkan ke Ganjar.  Di depan Jokowi dia muji-muji, tidak akan jadi malin kundang.  Ketika butuh tiket capres, Ganjar membangkang pada Presiden.  Ketika sudah dapat tiket, dia muji-muji lagi.  Anak kecil tau Ganjar itu oportunis.",0,tuding alamat jokowi muji muji jadi malin kundang butuh tiket capres bangkang presiden tiket muji muji anak tahu oportunis
779,Capres terbaik Ganjar Pranowo.. punya visi misi yg jelas dalam mewujudkan Indonesia emas 2024 🥰❤️ #GanjarPresiden   #GanjarMenang #GanjarPresiden2024 Malam Minggu Malming Wasit Chelsea Ziva Hanif Demokrat Cawapres Deklarasi One Piece #GanjarPilihanRakyat #GanjarUntukSemua https://t.co/kZIeta6u2n,1,capres baik punya visi misi jelas wujud indonesia emas malam minggu malam minggu wasit chelsea ziva hanif demokrat cawapres deklarasi one piece
780,Rommy PPP: Ganjar Satu-satunya Capres yang Punya Pengalaman Lengkap https://t.co/j0RMKAORG5,1,rommy ppp satu satu capres punya alam lengkap
781,"@BangPino__ Bukan karena PKS itu partai petarung solid atau apapun, dalam UU, partai diwajibkan menjadi pendukung salah satu capres. Sekarang kalau PKS harus keluar akan mendukung siapa? Ganjar dan prabowo???? Jelas tidak mungkin. Dilema PKS. Paling aman akan memilih anies. Kesannya solid. https://t.co/p17VUMMitZ",0,pks partai tarung solid uu partai wajib jadi dukung salah satu capres pks keluar dukung jelas dilema pks aman pilih kesan solid
782,@yusuf_dumdum Kasian setres gak yg nemenin koalisi Ganjar... Mknya py capres jgn oon..,0,kasihan tres nemenin koalisi punya capres oon
783,"@bengkeldodo @PaPa_Bowo2024 @are_inismyname @99propaganda @Ndons_Back @AlmaghribiS @TeddGus @G0mb4k @drReUtari08 @KhoirilAnwar_ @Kimberley_2024 https://t.co/FAIaYguyBK  Di tik tok juga bang, tapi responnya ndak rame sih di tik tok.   Padahal Ganjar sendiri juga pengkhianat, seharusnya mereka bercermin dulu sebelum bilang  orang lain pengkhianat. Capres nya mereka kaya gimana 🥱😴",0,tik tok mas responnya ramai sih tik tok khianat cermin bilang orang khianat capres nya kayak
784,"@Dennysiregar7 @DPP_PKB @PKSejahtera Anjingnya ganjar si capres bokep paling bisa kalo disuruh mengadu domba.. tp sayang cm berani ngomongnya di sosmed aja, coba ngomong di tempat terbuka.. paling kayak tikus got 😂🤣",0,anjing sih capres porno suruh adu domba sayang berani omong sosmed coba bicara tempat buka tikus got
785,"@kesittt Kalian norak, bahaya kalo ganjar menang capres, pendukung nya tidak punya etika",0,norak bahaya menang capres dukung nya punya etika
786,Ganjar Pranowo Calon Presiden 2024 yang selalu memiliki ide ide cemerlang dalam memajukan sektor UMKM  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/A0Tl7FW5Pq,1,calon presiden milik ide ide cemerlang maju sektor umkm
787,Ganjar Pranowo pemimpin yang tumbuh bersama rakyat dan jelas dong dekat dengan rakyat #GanjarPranowo #GanjarCapres https://t.co/DGsdvV2qyu,1,pimpin tumbuh rakyat jelas rakyat
788,"@Kk_Bnda Bang klo liat peta politik,Demokrat mau kamana?Prabowo rezim,Ganjar apalagi,bikin poros baru sama siapa?kan wajib Partai itu dukung capres ?diantara Capres yg ada,bukanya Anies yg bukan bagian dari Rezim saat ini?",0,mas lihat peta politik demokrat kamana rezim poros baru wajib partai dukung capres capres buka rezim
789,"@FaGtng Capres lain dikelilingi politikus2 busuk bagi2 kekuasaan...akan tetapi PK Ganjar dikelilingi anak2 difabel,anak jalanan,seniman,pelaku UMKM,",1,capres keliling politikus busuk kuasa jahat kelamin keliling anak difabel anak jalan seniman laku umkm
790,"Kalau kalian semua dan Capres Ganjar tidak berani membuat statement, maka apa yang dikatakan @datuakrajoangek sangat benar, kalian semua adalah aktivis Goyang Dombret yang hanya mengekploitasi para korban , bukan karena perduli pada nasib mereka. Kumpulan Manusia MUNAFIK.",0,capres berani statement kata benar aktivis goyang dombret mengekploitasi korban duli nasib kumpul manusia munafik
791,@ch_chotimah2 @GunRomli @cakimiNOW @YaqutCQoumas @ganjarpranowo https://t.co/6h0PUKSySJ Rekam  jejak capres idolanya @ch_chotimah2 ...🤣🤣🤣 Yang harus dikejar-kejar KPK itu kasus korupsi E-KTP Ganjar.   Jaksa menyebut Ganjar terima USD520. Setya Novanto juga menyebut. Nazaruddin juga menyebut. https://t.co/L1P2wLH7sn,0,rekam jejak capres idola kejar kejar kpk kasus korupsi e ktp jaksa sebut terima usd setya novanto sebut nazaruddin sebut
792,@rizieqdivist @evan_jaguar ganjar capres paling tdk ada prestasi,0,capres prestasi
793,Presiden Jokowi puji keberhasilan Ganjar Pranowo dalam program SMKN Gratis #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/dyZs4wb2IO,1,presiden jokowi puji hasil program smkn gratis
794,Kalo sentimen capres bisa diliat pake TradingView gw yakin stocks nya Ganjar langsung jeblok abis momen ini,0,sentimen capres lihat pakai tradingview yakin stocks nya langsung jeblok habis momen
795,Ayo dukung Ganjar Pranowo untuk menjadi Pemimpin masa depan..!!  #GanjarCapres https://t.co/WfNexQlwHn,1,ayo dukung jadi pimpin masa
796,Kualitas pendidikan di Jateng meningkat berkat kerja keras Pak Ganjar#PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/25qfxiNM0y,1,kualitas didik jateng tingkat berkat kerja keras pak
797,"Ganjar peduli pada semua sektor, salah satunya pendidikan #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/ETMu2MNZMX",1,peduli sektor salah satu didik
798,Dimana-mana Ganjar selalu sukses dengan Program kerjanya #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/0XGChUlr7T,1,sukses program kerja
799,Kerja nyata Pak Ganjar Pranowo patut kita apresiasi #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/Ai7HasRhcL,1,kerja nyata pak patut apresiasi
800,Kita semua siap mangantarkan Pak Ganjar menuju RI 1 #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/YGcyWdlJ27,1,siap mangantarkan pak tuju ri
801,Ganjar mempunyai segudang ide cemerlang yang dapat memajukan bangsa ini #PrestasiGanjar #GanjarHebat #Ganjar4President #IndonesiaMaju #Pemilu2024 #GanjarCapres #SobatGanjarJateng #JatengJuara https://t.co/dl00hW7QAf,1,punya gudang ide cemerlang maju bangsa
802,Jokowi puji SMKN jateng yang sukses di tangan ganjar pranowo #GanjarCapres https://t.co/J3UjO4MK9W,1,jokowi puji smkn jateng sukses tangan
803,"Inisiasi SMKN jateng, bukti kepedulian ganjar pranowo pada pendidikan, mantap #GanjarCapres https://t.co/mZLqylfv8R",1,inisiasi smkn jateng bukti peduli didik mantap
804,"Ganjar pranowo hebat, dirikan SMKN jateng untuk tingkatkan  mutu pendidikan bagi masyarakat kurang mampu #GanjarCapres https://t.co/ciye9FtZGp",1,hebat smkn jateng tingkat mutu didik masyarakat kurang
