,full_text,label,clean_text
432,"@ch_chotimah2 @ganjarpranowo Si chot mau ngangkat memuji junjungannya, tp malah menjerumuskan capresnya, chot m'beri ksmptan m'buka aib Ganjar utk di umbar dimedsos sejagad. Sia² memuji pujaannya, yg ter-jd malah Ganjar dihujat habis. Netizen datanya lengkap, makanya, jgn nyerang capres lain.Tololnya si chot",0,sih chot ngangkat puji junjung jerumus capresnya chot beri ksmptan buka aib umbar dimedsos sejagad sia puji puja ter jadi hujat habis netizen data lengkap serang capres tolol sih chot
433,@Gus_Raharjo Ganjar adalah capres pro upah murah,1,capres profesional upah murah
434,"@Aryprasetyo85 @ganjarpranowo Percaya 😂😂😂😂 Capres pro upah murah. Jmn penjajah buruh dibayar 6kg beras, jmn ganjar sama.",0,percaya capres profesional upah murah jmn jajah buruh bayar kg beras jmn
435,"@seruanhl @ganjarpranowo @ch_chotimah2 @B3doel___ @Aryprasetyo85 @Anak__Ogi @03__nakula @007koteka @NgkongRoses @FayaAtika @selfmirror_ @farrel27 Percaya?  Capres pro upah murah. Jaman PENJAJAH buruh dibayar 6kg beras, jmn GANJAR masih sama",0,percaya capres profesional upah murah jaman jajah buruh bayar kg beras jmn
436,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/2WhdOLGsRW,1,presiden ri
437,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/hGKpsKSyaN,1,presiden ri
438,Ganjar Untuk Semua https://t.co/dCFLNeYtDm  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju,1,
439,Ganjar Untuk Semua https://t.co/igWt9u6sFw  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju,1,
440,Berprinsip kerja terus #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/Z4dHe0mAvg,1,prinsip kerja terus
441,Ganjar Pranowo bersama rakyat  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/eItuewzzPn,1,rakyat
442,Kekuatan bersama Ganjar Pranowo  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/vmj42fDPxi,1,kuat
443,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/LEKUt1OM9z,1,presiden ri
444,Ganjar Pranowo tetap santai dan pamer kaos baru bergambar Jokowi #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/DbavlspqT5,1,tetap santai pamer kaos baru gambar jokowi
445,Ganjar Pranowo Presiden Pilihanku #GanjarCapres #GanjarBeriKesejahteraan #GanjarPresiden2024 https://t.co/Zb4qpnwEgM,1,presiden pilih
446,Ganjar Pranowo masa depan Indonesia  #GanjarCapres #GanjarPresiden https://t.co/rCkekV7g8R,1,masa indonesia
447,Ganjar Pranowo dekat dengan rakyat  #GanjarCapres #GanjarPresiden https://t.co/lvXiABazTK,1,rakyat
448,"Segini amat yak pendukungnya den ganjar... Pada blm sadar knp den ganjar elektabilitasnya stuck cenderung turun, karna kelakuan pendukungnya yg membabi buta menyerang capres lain... Ksian den ganjar dirusak oleh pendukungnya sendiri... 😌",0,gin iya dukung den sadar den elektabilitasnya stuck cenderung turun laku dukung babi buta serang capres ksi den rusak dukung
449,Ganjar Pranowo terbaik untuk Indonesia sejahtera  #GanjarCapres #GanjarPresiden https://t.co/92tK6SGxkn,1,baik indonesia sejahtera
450,Ganjar Pranowo presiden pilihanku 2024 #GanjarCapres #GanjarPresiden https://t.co/Dg6fdQ3Qob,1,presiden pilih
451,"Mas ANANG HERMANSYAH dukung dan pilih capres Ganjar Pranowo karena beliau masih muda, keren, enerjik dan menularkan energi positif, dan beliau bisa menyatu, bergaul dng siapa saja dari nenek2 hingga generasi Z. https://t.co/x3CbKWiVoV",1,mas anang hermansyah dukung pilih capres beliau muda keren enerjik tular energi positif beliau satu gaul nenek generasi
452,Kisah Seorang Ganjar.  #CapresGanjar #GanjarPronowo #GanjarPresidenku #GanjarCapres https://t.co/SYK6uGZ8f7,1,kisah orang
453,Pemprov jateng kumpulkan zakay untuk bantu rakyat  #GanjarCapres https://t.co/RSOAlOLlK0,1,pemprov jateng kumpul zakay bantu rakyat
454,Lanjut pak ganjar  #GanjarCapres https://t.co/9zOJ3HNxqU,1,lanjut pak
455,"@KakekHalal Sy setuju sekali sama anak sma tersebut ganjar jgm nyapres dan jgn dipilih,,karena kalo jadi capres maka anak sma gak bisa ngadu lagi ke gub jateng🤣🤣🤣🤣",0,tuju anak sebut jgm nyapres pilih jadi capres anak adu gub jateng
456,"@Paltiwest 😂😂😂  masa gen Z dan Y mau pilih capres pro upah murah.   Jaman PENJAJAH buruh dibayar 6kg beras, jmn GANJAR msh sama.",0,masa gen pilih capres profesional upah murah jaman jajah buruh bayar kg beras jmn
457,@CNNIndonesia 😂😂😂😂 suka suka kalian tukang sure pay.   Hanya orang bodoh pilih capres pro upah murah. Jaman PENJAJAH buruh dibayar 6kg beras. Jaman GANJAR buruh jateng dibayar masih sama.,0,suka suka tukang sure pay orang bodoh pilih capres profesional upah murah jaman jajah buruh bayar kg beras jaman buruh jateng bayar
458,@tvOneNews 😂😂😂😂 suka suka kalian.   Hanya orang bodoh pilih capres pro upah murah. Jmn penjajah buruh dibayar 6kg beras. Jmn ganjar masih sama,0,suka suka orang bodoh pilih capres profesional upah murah jmn jajah buruh bayar kg beras jmn
459,"@Miduk17 Hanya org bodoh yg percaya dgn survey klo Ganjar yg teratas, Krn sejatinya umat muslim gak mau lg pilih capres yg di usung PDIP",0,orang bodoh percaya survey atas sejati umat muslim pilih capres usung pdip
460,Ganjar Pranowo untuk semua #GanjarPranowo #GanjarCapres2024 #GanjarUntukSemua #GanjarPresiden #GanjarCapres #GanjarPilihanRakyat #GanjarSosokTepatUntukRI #GanjarMenangTotal https://t.co/DNRI1ocnmr,1,
461,Tekad untuk terus mendukung Ganjar Pranowo dan PDI-P selalu terdepan demi kemajuan Indonesia #GanjarPranowo #GanjarCapres2024 #GanjarUntukSemua #GanjarPresiden #GanjarCapres #GanjarPilihanRakyat #GanjarSosokTepatUntukRI #GanjarMenangTotal https://t.co/66dFHZWPxu,1,tekad terus dukung pdi p maju indonesia
462,"Pak Ganjar Pranowo orang yang paling tepat melanjutkan perjuangan Pak Jokowi dengan Integritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/bdPXQJO6Ep",1,pak orang tepat lanjut juang pak jokowi integritas kualitas bebas korupsi layak jadi pimpin negeri
463,"Pak Ganjar Pranowo orang yang paling tepat melanjutkan perjuangan Pak Jokowi dengan Integritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/fEMnshRNsT",1,pak orang tepat lanjut juang pak jokowi integritas kualitas bebas korupsi layak jadi pimpin negeri
464,"Pak Ganjar Pranowo orang yang paling tepat melanjutkan perjuangan Pak Jokowi dengan Integritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/MJltnlnrKq",1,pak orang tepat lanjut juang pak jokowi integritas kualitas bebas korupsi layak jadi pimpin negeri
465,"Pak Ganjar Pranowo orang yang paling tepat melanjutkan perjuangan Pak Jokowi dengan Integritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/qfing6EPxM",1,pak orang tepat lanjut juang pak jokowi integritas kualitas bebas korupsi layak jadi pimpin negeri
466,"Pak Ganjar Pranowo orang yang paling tepat melanjutkan perjuangan Pak Jokowi dengan Integritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/B5ldnVLRO8",1,pak orang tepat lanjut juang pak jokowi integritas kualitas bebas korupsi layak jadi pimpin negeri
467,Ganjar Pranowo Presiden Pilihanku 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/hGKpsKSyaN,1,presiden pilih
468,Ganjar Pranowo Presiden Pilihanku 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/2WhdOLGsRW,1,presiden pilih
469,Maju terus kami percaya Ganjar Pranowo #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/P6ATBU5P8u,1,maju terus percaya
470,Ganjar Pranowo pemimpin tumbuh dari rakyat #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/sIa5C9K1UG,1,pimpin tumbuh rakyat
471,Ganjar Pranowo dari zakat untuk bantu rakyat  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/TxOTMcSnv6,1,zakat bantu rakyat
472,Bersama Ganjar Pranowo Indonesia akan semakin maju  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/YekRWsdoWk,1,indonesia maju
473,Rakyat Indonesia dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/v9Th2FXPpe,1,rakyat indonesia dukung jadi presiden
474,@kumparan Ini orang orang psda pede bgt mau jadi copras capres tp nol prestasinya.  Milih prabowo sama saja kemunduran  milih ganjar belum jelas juga di jateng kerjanya milih anies juga belum terang,0,orang orang psda percaya diri banget jadi copras capres nol prestasi pilih mundur pilih jelas jateng kerja pilih terang
475,Ganjar Pranowo Calon Presiden 2024 idaman rakyat indonesia  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/polx0Z2u2I,1,calon presiden idam rakyat indonesia
476,Ganjar Pranowo Calon Presiden 2024 pilihan rakyat Indonesia  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/e6HGoF5Bty,1,calon presiden pilih rakyat indonesia
477,Ganjar Pranowo Calon Presiden 2024 pilihan rakyat Indonesia  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/lNUKUDCKbH,1,calon presiden pilih rakyat indonesia
478,Ganjar Pranowo Presiden Pilihanku #GanjarCapres #GanjarBeriKesejahteraan #GanjarPresiden2024 https://t.co/4Xu0jzdwHL,1,presiden pilih
479,Ganjar Pranowo Presiden Pilihanku #GanjarCapres #GanjarBeriKesejahteraan #GanjarPresiden2024 https://t.co/vPRSt2kB9P,1,presiden pilih
480,Kades dan Lurah Mendukung Capres Ganjar Pranowo https://t.co/t7QM65oxVI,1,kades lurah dukung capres
481,Kades dan Lurah Mendukung Capres Ganjar Pranowo https://t.co/zBULxDRcvr,1,kades lurah dukung capres
482,Kades dan Lurah Mendukung Capres Ganjar Pranowo https://t.co/EqPRSohCPb,1,kades lurah dukung capres
483,Kades dan Lurah Mendukung Capres Ganjar Pranowo https://t.co/QdIdWCTahg,1,kades lurah dukung capres
484,Kades dan Lurah Mendukung Capres Ganjar Pranowo https://t.co/phgWiVLZmC,1,kades lurah dukung capres
485,@Miduk17 Pak Ganjar itu satu satunya capres yang ANTI MALING APBD APBN anti PUNGLI anti NIPU   Kalau yang lain sih  gak ada jaminan sama sekali  Meskipun se IMAN Meskipun Haji Meskipun pernah jadi Mentri / Gubernur  Meskipun S 3  Gak ada jaminan sama sekali tuh selain Ganjar .,1,pak satu satu capres anti maling apbd apbn anti pungli anti tipu sih jamin iman haji jadi tri gubernur si jamin
486,Sosok Ganjar pantas menjadi penerus RI 1 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/ReahH8Nfx6,1,sosok jadi terus ri
487,Ganjar For RI 1 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/0ngru9FwGw,1,ri
488,Sosok Ganjar pantas menjadi penerus RI 1 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/pNmkk1OzsL,1,sosok jadi terus ri
489,Kita dukung pak Ganjar #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/A8zVd6Irto,1,dukung pak
490,Dukungan Ganjar menjadi RI 1 semakin kuat #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/DIIkM6eCDA,1,dukung jadi ri kuat
491,Kita semua mendukung Pak Ganjar menjadi capres 2024 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/ePrMYFTGPj,1,dukung pak jadi capres
492,Pak Ganjar Pranowo ada dihati rakyat indonesia #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/FAVwtPmZ4i,1,pak hati rakyat indonesia
493,Ganjar No Counter.  #Ganjarcapres https://t.co/DpqMDhh8Fe,1,no counter
494,"Dikeroyok gak bakal bonyok. Ini dia Ganjar Pranowo, Asli Pribumi berjuang untuk bangsa sendiri. Tidak untuk Aseng Asing apalagi Oligarki.  #GanjarCapres https://t.co/cc9EndfFvb",1,keroyok bakal ayah ibu asli pribumi juang bangsa aseng asing oligarki
495,Ganjar Pranowo Capres pilihan rakyat Indonesia! https://t.co/t7wagFbhL2,1,capres pilih rakyat indonesia
496,"Ganjar Untuk Semua, Pilihan Tepat Untuk Meneruskan kepemimpinan Presiden Jokowi. #GanjarCapres #GanjarPenerusJokowi #Ganjar #GanjarPranowo #TOTMUN #VALORANTChampions #OurRockStarAsahiDay Mount Spurs https://t.co/GskzQE8rKK",1,pilih tepat terus pimpin presiden jokowi mount spurs
497,Ganjar Pranowo Presiden pilihanku 2024 #GanjarCapres #GanjarPenerusJokowi #Ganjar #GanjarPranowo #TOTMUN #VALORANTChampions #OurRockStarAsahiDay Mount Spurs https://t.co/1m0z7ciIrH,1,presiden pilih mount spurs
498,#GanjarPeduliAnakBangsa #GanjarCapres #GanjarPresiden2024 #GanjarPresidenku2024 #GanjarMenang #GanjarPilihanRakyat #ganjarpilihanterbaik #GanjarBerani https://t.co/kcbn7Nv0JQ,1,
499,"Ganjar Pranowo orang yang Penuh Pengalaman, Berintegritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/0qxbUC8WnA",1,orang penuh alam integritas kualitas bebas korupsi layak jadi pimpin negeri
500,"Ganjar Pranowo orang yang Penuh Pengalaman, Berintegritas, Berkualitas dan Bebas Korupsi, Layak Menjadi Pemimpin Negeri ini. #GanjarPranowo2024 #ganjarpresiden2024 #GanjarCapres #GanjarPenerusJokowi https://t.co/8ZNWHE5uL6",1,orang penuh alam integritas kualitas bebas korupsi layak jadi pimpin negeri
501,Ganjar Pranowo melawan oligarki.. masyarakat harus waspada dengan narasi provokatif yang ingin menjatuhkan Ganjar. #ganjarcapres #ganjarpranowo #ganjarpresiden2024 https://t.co/wtFS4vAUZl,1,lawan oligarki masyarakat waspada narasi provokatif jatuh
502,Keberhasilan transisi energi yang digagas Ganjar telah dirasakan masyarakat. #ganjarcapres #ganjarpranowo #ganjarpresiden2024 https://t.co/AdW23s9gAK,1,hasil transisi energi gagas rasa masyarakat
503,"Tidak peduli dikepung oleh oligarki dan pro asing, Ganjar tetap perjuangkan rakyat indonesia. #ganjarcapres #ganjarpranowo #ganjarpresiden2024 https://t.co/CXz8YZ0rue",1,peduli kepung oligarki profesional asing tetap juang rakyat indonesia
504,Ganjar Pranowo Presiden Pilihanku 2024.  #CapresGanjar #GanjarPronowo #GanjarPresidenku #GanjarCapres https://t.co/LDlkNuoDR5,1,presiden pilih
505,"Prestasi. Program, dan Pembangunan Ganjar Pranowo Capres Idaman rakyat Indonesia https://t.co/MPrM1u4bYW",1,prestasi program bangun capres idam rakyat indonesia
506,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/nDlVk5E0vE,1,presiden ri
507,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/mtvC9BP1c0,1,presiden ri
508,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/9oT98NRzED,1,presiden ri
509,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/wRWxwpY8aP,1,presiden ri
510,Ganjar Pranowo Presiden RI 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/rk0aLbdzm0,1,presiden ri
511,Ganjar Pranowo pemimpin hebat #GanjarCapres #GanjarPresiden https://t.co/gJq6gjEdqE,1,pimpin hebat
512,Ganjar Pranowo pemimpin terbaik untuk Indonesia jaya #GanjarCapres #GanjarPresiden https://t.co/3MZY33bhP7,1,pimpin baik indonesia jaya
513,Ganjar Pranowo didukung masyarakat Indonesia #GanjarCapres #GanjarPresiden https://t.co/Bzou7Qs0ax,1,dukung masyarakat indonesia
514,SATU GANJAR UNTUK SATU INDONESIA. #GANJARCAPRES https://t.co/mNGhktzL1b,1,satu satu indonesia
515,"Terus Ganjar nyapres buat apa kalau bukan buat berkuasa?   Karena sebagai petugas partai ditunjuk oleh partai jadi capres? Bukan buat kepentingan rakyat Indonesia dong…   Pemirsa, silakan catat. Ganjar nyapres demi kepentingan partai ya 😆",0,terus nyapres kuasa tugas partai tunjuk partai jadi capres penting rakyat indonesia pirsa sila catat nyapres penting partai iya
516,SATU GANJAR UNTUK SATU INDONESIA. #GANJARCAPRES https://t.co/tE88OouNTR,1,satu satu indonesia
517,SATU GANJAR UNTUK SATU INDONESIA. #GANJARCAPRES https://t.co/bV4O3dcCXi,1,satu satu indonesia
518,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/d9Jg7JNqtI,1,dukung capres ri
519,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/XnshjKirL3,1,dukung capres ri
520,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/DAYeF5RITG,1,dukung capres ri
521,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/zOyzuBnxRB,1,dukung capres ri
522,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/NMjtqzbkNZ,1,dukung capres ri
523,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/HMfIPdHl6C,1,dukung capres ri
524,"@Aryprasetyo85 @Arindra__ @Anak__Ogi @al_lasan @007koteka @AgusValent65949 @Miduk17 @NgkongRoses @kangwaqfi2 @Widyarenee Ini namanya @budimandjatmiko gak mau @ganjarpranowo jadi capres @PDI_Perjuangan karna menurut dia, Ganjar terlalu populis. Sementara kebutuhan indonesia saat ini (menurut budi) butuh pemimpin yang stratejik dan itu ada di @prabowo . Gimana, mba? @puanmaharani_ri cc @_BimbingCBN",0,nama jadi capres populis butuh indonesia budi butuh pimpin stratejik mbak cc
525,"Ganjar rendah hati, ucapkan terima kasih sepenuh hati kepada warganya sendiri.   #GanjarCapres https://t.co/gjjOi7A4FB",1,rendah hati ucap terima kasih sepenuh hati warga
526,"@karniilyas Mungkin itu istilah dari dirinya Pak Ganjar, jangan seperti burung dalam sangkar...Jadi capres tp merupakan petugas partai...🤭",0,istilah pak burung sangkar jadi capres rupa tugas partai
527,"@msobri99 Ya juga, setelah saya periksa rekam jejak capres, Ganjar paling mentereng Nir akhlak , penyuka FILM FORNO dan terlibat eKTP. Untuk itu saya tidak akan pilih Ganjar . Ganjar calon pemimpin perusak akhlak. Nauzubillah",0,iya periksa rekam jejak capres mentereng nir akhlak suka film forno libat ektp pilih calon pimpin usak akhlak nauzubillah
528,Pendukung ganjar harusnya khawatir dengan angka2 survey ini...  Alih2 menebar permusuhan dengan berbagai pendukung capres atau banyak menjelekkan capres lain...  Karena dgn angka2 ini mau gak mau harus koalisi dengan capres lain di putaran kedua...,0,dukung khawatir angka survey alih tebar musuh dukung capres jelek capres angka koalisi capres putar dua
529,Ganjar adalah Indonesia #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1,indonesia
530,Ganjar Pranowo pemimpin bijaksana #GanjarCapres #ganjarpranowo #pemilu #GanjarCapres2024,1,pimpin bijaksana
531,"KONTRAK POLITIK CAPRES GANJAR DAN PDIP. bisa diduga taktik politik efektif yg dilakukan Partai tertentu semata mata hanya utk mempertahankan kekuasaan nya, yg berdampak buruk terhadap Masa depan bangsa dan negara, diantara nya : potensi memanipulasi hukum dn kekerasan terhadap_ https://t.co/kLAiwEotyB",0,kontrak politik capres pdip duga taktik politik efektif laku partai semata mata tahan kuasa nya dampak buruk masa bangsa negara nya potensi manipulasi hukum keras
532,Ganjar Pranowo Capres 2024 yang merakyat #ganjarpranowo https://t.co/J3CKYKkvws,1,capres rakyat
533,Ganjar Pranowo Capres 2024 yang merakyat #ganjarpranowo https://t.co/ciZw2lJEqi,1,capres rakyat
534,Ganjar Pranowo Capres 2024 yang merakyat #ganjarpranowo https://t.co/IyqURrczs0,1,capres rakyat
535,Ganjar Untuk Semua  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/igWt9u6sFw,1,
536,Ganjar Untuk Semua  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/dCFLNeYtDm,1,
537,Ganjar Pranowo Presiden Pilihanku 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/A7hwAWLC0Y,1,presiden pilih
538,Ganjar tetap maju walau dikhianati  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/uyWjFXk9zP,1,tetap maju khianat
539,Ganjar Pranowo Presiden Pilihanku 2024  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/PYMbm2YQhw,1,presiden pilih
540,Ganjar Pranowo hattrick provinsi kur terbaik  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/meXrfPWTlT,1,hattrick provinsi kur baik
541,Ganjar Pranowo Presiden Piliha Rakyat  #GanjarPranowo #GanjarCapres #GanjarUntukSemua #GanjarPresiden #GanjarPresiden2024 #IndonesiaMaju https://t.co/RvJmuLO521,1,presiden piliha rakyat
542,Ganjar pantas memimpin Indonesia 2024 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/jgBg3dFjxo,1,pimpin indonesia
543,Ganjar tau betul kondisi Indonesia #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/ZhwjpM1EeS,1,tahu betul kondisi indonesia
544,Ganjar For RI 1 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/WrfBr7yXzY,1,ri
545,Ganjar punya banyak prestasi #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/v0IAjhHKeT,1,punya prestasi
546,Kita bangga punya Ganjar #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/vZdaurcbWr,1,bangga punya
547,Sosok Ganjar pantas menjadi penerus RI 1 #ganjarpranowo #GanjarCapres #GanjarMenang #ganjarkita #GanjarPresiden #sahabatganjar #relawanganjar #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarLebihMerakyat #GanjarUntukSemua https://t.co/Wqip2nBUKU,1,sosok jadi terus ri
